"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
21,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",4,"Dzaipi",21,"Logoangwa",NA,"Parish","Parish"
22,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",4,"Dzaipi",22,"Mgbwere",NA,"Parish","Parish"
23,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",4,"Dzaipi",23,"Miniki",NA,"Parish","Parish"
24,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",5,"Ofua",24,"Bacere",NA,"Parish","Parish"
25,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",5,"Ofua",25,"Itirikwa",NA,"Parish","Parish"
26,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",5,"Ofua",26,"Odu",NA,"Parish","Parish"
27,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",5,"Ofua",27,"Subbe",NA,"Parish","Parish"
28,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",5,"Ofua",28,"Tianyu",NA,"Parish","Parish"
29,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",5,"Ofua",29,"Zoka",NA,"Parish","Parish"
30,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",6,"Pakelle",30,"Ataboo Central",NA,"Parish","Parish"
31,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",6,"Pakelle",31,"Boroli",NA,"Parish","Parish"
32,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",6,"Pakelle",32,"Fuda",NA,"Parish","Parish"
33,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",6,"Pakelle",33,"Lewa",NA,"Parish","Parish"
34,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",6,"Pakelle",34,"Meliaderi",NA,"Parish","Parish"
35,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",6,"Pakelle",35,"Pereci",NA,"Parish","Parish"
36,239,"UGA","Uganda",1,"Adjumani",1,"East Moyo",6,"Pakelle",36,"Zoka Fr",NA,"Parish","Parish"
37,239,"UGA","Uganda",2,"Apac",2,"Kole",7,"Aboke",37,"Akwiridid",NA,"Parish","Parish"
38,239,"UGA","Uganda",2,"Apac",2,"Kole",7,"Aboke",38,"Apach",NA,"Parish","Parish"
39,239,"UGA","Uganda",2,"Apac",2,"Kole",7,"Aboke",39,"Apuru",NA,"Parish","Parish"
40,239,"UGA","Uganda",2,"Apac",2,"Kole",7,"Aboke",40,"Ogwangacuma",NA,"Parish","Parish"
41,239,"UGA","Uganda",2,"Apac",2,"Kole",7,"Aboke",41,"Opeta",NA,"Parish","Parish"
42,239,"UGA","Uganda",2,"Apac",2,"Kole",8,"Akalo",42,"Abeli",NA,"Parish","Parish"
43,239,"UGA","Uganda",2,"Apac",2,"Kole",8,"Akalo",43,"Adyang",NA,"Parish","Parish"
44,239,"UGA","Uganda",2,"Apac",2,"Kole",8,"Akalo",44,"Adyeda",NA,"Parish","Parish"
45,239,"UGA","Uganda",2,"Apac",2,"Kole",8,"Akalo",45,"Bar-Akalo",NA,"Parish","Parish"
46,239,"UGA","Uganda",2,"Apac",2,"Kole",9,"Alito",46,"Adelogo",NA,"Parish","Parish"
47,239,"UGA","Uganda",2,"Apac",2,"Kole",9,"Alito",47,"Alito",NA,"Parish","Parish"
48,239,"UGA","Uganda",2,"Apac",2,"Kole",9,"Alito",48,"Apala",NA,"Parish","Parish"
49,239,"UGA","Uganda",2,"Apac",2,"Kole",9,"Alito",49,"Ayala",NA,"Parish","Parish"
50,239,"UGA","Uganda",2,"Apac",2,"Kole",9,"Alito",50,"Ayara",NA,"Parish","Parish"
51,239,"UGA","Uganda",2,"Apac",2,"Kole",9,"Alito",51,"Okwerodot",NA,"Parish","Parish"
52,239,"UGA","Uganda",2,"Apac",2,"Kole",9,"Alito",52,"Otkwac",NA,"Parish","Parish"
53,239,"UGA","Uganda",2,"Apac",2,"Kole",10,"Ayer",53,"Abur",NA,"Parish","Parish"
54,239,"UGA","Uganda",2,"Apac",2,"Kole",10,"Ayer",54,"Alemi",NA,"Parish","Parish"
55,239,"UGA","Uganda",2,"Apac",2,"Kole",10,"Ayer",55,"Ayer",NA,"Parish","Parish"
56,239,"UGA","Uganda",2,"Apac",2,"Kole",10,"Ayer",56,"Ilera",NA,"Parish","Parish"
57,239,"UGA","Uganda",2,"Apac",2,"Kole",10,"Ayer",57,"Okwor",NA,"Parish","Parish"
58,239,"UGA","Uganda",2,"Apac",2,"Kole",10,"Ayer",58,"Telela",NA,"Parish","Parish"
59,239,"UGA","Uganda",2,"Apac",2,"Kole",11,"Balla",59,"Agege I",NA,"Parish","Parish"
60,239,"UGA","Uganda",2,"Apac",2,"Kole",11,"Balla",60,"Aumi",NA,"Parish","Parish"
61,239,"UGA","Uganda",2,"Apac",2,"Kole",11,"Balla",61,"Bala",NA,"Parish","Parish"
62,239,"UGA","Uganda",2,"Apac",2,"Kole",11,"Balla",62,"Omolo-Adyang",NA,"Parish","Parish"
63,239,"UGA","Uganda",2,"Apac",2,"Kole",11,"Balla",63,"Omuge",NA,"Parish","Parish"
64,239,"UGA","Uganda",2,"Apac",2,"Kole",11,"Balla",64,"Omwara",NA,"Parish","Parish"
65,239,"UGA","Uganda",2,"Apac",3,"Kwania",12,"Abongomola",65,"Abany",NA,"Parish","Parish"
66,239,"UGA","Uganda",2,"Apac",3,"Kwania",12,"Abongomola",66,"Abwong",NA,"Parish","Parish"
67,239,"UGA","Uganda",2,"Apac",3,"Kwania",12,"Abongomola",67,"Acungi",NA,"Parish","Parish"
68,239,"UGA","Uganda",2,"Apac",3,"Kwania",12,"Abongomola",68,"Akali",NA,"Parish","Parish"
69,239,"UGA","Uganda",2,"Apac",3,"Kwania",12,"Abongomola",69,"Amorigoga",NA,"Parish","Parish"
70,239,"UGA","Uganda",2,"Apac",3,"Kwania",13,"Aduku",70,"Aboko",NA,"Parish","Parish"
71,239,"UGA","Uganda",2,"Apac",3,"Kwania",13,"Aduku",71,"Adyeda",NA,"Parish","Parish"
72,239,"UGA","Uganda",2,"Apac",3,"Kwania",13,"Aduku",72,"Alira",NA,"Parish","Parish"
73,239,"UGA","Uganda",2,"Apac",3,"Kwania",13,"Aduku",73,"Apire",NA,"Parish","Parish"
74,239,"UGA","Uganda",2,"Apac",3,"Kwania",13,"Aduku",74,"Ongoceng",NA,"Parish","Parish"
75,239,"UGA","Uganda",2,"Apac",3,"Kwania",14,"Cawente",75,"Acenlworo",NA,"Parish","Parish"
76,239,"UGA","Uganda",2,"Apac",3,"Kwania",14,"Cawente",76,"Alido",NA,"Parish","Parish"
77,239,"UGA","Uganda",2,"Apac",3,"Kwania",14,"Cawente",77,"Atongtidi",NA,"Parish","Parish"
78,239,"UGA","Uganda",2,"Apac",3,"Kwania",14,"Cawente",78,"Atule",NA,"Parish","Parish"
79,239,"UGA","Uganda",2,"Apac",3,"Kwania",15,"Inomo",79,"Abedmot",NA,"Parish","Parish"
80,239,"UGA","Uganda",2,"Apac",3,"Kwania",15,"Inomo",80,"Agwiciri",NA,"Parish","Parish"
81,239,"UGA","Uganda",2,"Apac",3,"Kwania",15,"Inomo",81,"Ajok",NA,"Parish","Parish"
82,239,"UGA","Uganda",2,"Apac",3,"Kwania",15,"Inomo",82,"Banya",NA,"Parish","Parish"
83,239,"UGA","Uganda",2,"Apac",3,"Kwania",15,"Inomo",83,"Inomo",NA,"Parish","Parish"
84,239,"UGA","Uganda",2,"Apac",3,"Kwania",16,"Nambieso",84,"Abuli",NA,"Parish","Parish"
85,239,"UGA","Uganda",2,"Apac",3,"Kwania",16,"Nambieso",85,"Acaba",NA,"Parish","Parish"
86,239,"UGA","Uganda",2,"Apac",3,"Kwania",16,"Nambieso",86,"Anwangi",NA,"Parish","Parish"
87,239,"UGA","Uganda",2,"Apac",3,"Kwania",16,"Nambieso",87,"Aornga",NA,"Parish","Parish"
88,239,"UGA","Uganda",2,"Apac",3,"Kwania",16,"Nambieso",88,"Ayabi",NA,"Parish","Parish"
89,239,"UGA","Uganda",2,"Apac",3,"Kwania",16,"Nambieso",89,"Bung",NA,"Parish","Parish"
90,239,"UGA","Uganda",2,"Apac",3,"Kwania",16,"Nambieso",90,"Owiny",NA,"Parish","Parish"
91,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",91,"Akokoro",NA,"Parish","Parish"
92,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",92,"Alaro",NA,"Parish","Parish"
93,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",93,"Amun",NA,"Parish","Parish"
94,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",94,"Apoi",NA,"Parish","Parish"
95,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",95,"Awila",NA,"Parish","Parish"
96,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",96,"Ayago",NA,"Parish","Parish"
97,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",97,"Ayeolyec",NA,"Parish","Parish"
98,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",98,"Kungu",NA,"Parish","Parish"
99,239,"UGA","Uganda",2,"Apac",4,"Maruzi",17,"Akokoro",99,"Maruzi Hill Fr",NA,"Parish","Parish"
100,239,"UGA","Uganda",2,"Apac",4,"Maruzi",18,"Apac Tc",100,"Eastern Ward",NA,"Parish","Parish"
101,239,"UGA","Uganda",2,"Apac",4,"Maruzi",18,"Apac Tc",101,"Western Ward",NA,"Parish","Parish"
102,239,"UGA","Uganda",2,"Apac",4,"Maruzi",19,"Apac",102,"Abedi",NA,"Parish","Parish"
103,239,"UGA","Uganda",2,"Apac",4,"Maruzi",19,"Apac",103,"Akere",NA,"Parish","Parish"
104,239,"UGA","Uganda",2,"Apac",4,"Maruzi",19,"Apac",104,"Atana",NA,"Parish","Parish"
105,239,"UGA","Uganda",2,"Apac",4,"Maruzi",19,"Apac",105,"Atopi",NA,"Parish","Parish"
106,239,"UGA","Uganda",2,"Apac",4,"Maruzi",19,"Apac",106,"Eastern Ward",NA,"Parish","Parish"
107,239,"UGA","Uganda",2,"Apac",4,"Maruzi",20,"Cegere",107,"Atigo-Lwok",NA,"Parish","Parish"
108,239,"UGA","Uganda",2,"Apac",4,"Maruzi",20,"Cegere",108,"Barodilo",NA,"Parish","Parish"
109,239,"UGA","Uganda",2,"Apac",4,"Maruzi",20,"Cegere",109,"Cegere",NA,"Parish","Parish"
110,239,"UGA","Uganda",2,"Apac",4,"Maruzi",20,"Cegere",110,"Kadilani",NA,"Parish","Parish"
111,239,"UGA","Uganda",2,"Apac",4,"Maruzi",20,"Cegere",111,"Teboke",NA,"Parish","Parish"
112,239,"UGA","Uganda",2,"Apac",4,"Maruzi",21,"Ibuje",112,"Aganga",NA,"Parish","Parish"
113,239,"UGA","Uganda",2,"Apac",4,"Maruzi",21,"Ibuje",113,"Aketo",NA,"Parish","Parish"
114,239,"UGA","Uganda",2,"Apac",4,"Maruzi",21,"Ibuje",114,"Alworoceng",NA,"Parish","Parish"
115,239,"UGA","Uganda",2,"Apac",4,"Maruzi",21,"Ibuje",115,"Amii",NA,"Parish","Parish"
116,239,"UGA","Uganda",2,"Apac",4,"Maruzi",21,"Ibuje",116,"Tarogali",NA,"Parish","Parish"
117,239,"UGA","Uganda",2,"Apac",5,"Oyam",22,"Aber",117,"Adyegi",NA,"Parish","Parish"
118,239,"UGA","Uganda",2,"Apac",5,"Oyam",22,"Aber",118,"Akaka",NA,"Parish","Parish"
119,239,"UGA","Uganda",2,"Apac",5,"Oyam",22,"Aber",119,"Atura",NA,"Parish","Parish"
120,239,"UGA","Uganda",2,"Apac",5,"Oyam",22,"Aber",120,"Kamdini",NA,"Parish","Parish"
121,239,"UGA","Uganda",2,"Apac",5,"Oyam",22,"Aber",121,"Ocini",NA,"Parish","Parish"
122,239,"UGA","Uganda",2,"Apac",5,"Oyam",22,"Aber",122,"Pukica",NA,"Parish","Parish"
123,239,"UGA","Uganda",2,"Apac",5,"Oyam",22,"Aber",123,"Wirao",NA,"Parish","Parish"
124,239,"UGA","Uganda",2,"Apac",5,"Oyam",23,"Achaba",124,"Abanya",NA,"Parish","Parish"
125,239,"UGA","Uganda",2,"Apac",5,"Oyam",23,"Achaba",125,"Anyeke",NA,"Parish","Parish"
126,239,"UGA","Uganda",2,"Apac",5,"Oyam",23,"Achaba",126,"Atekober",NA,"Parish","Parish"
127,239,"UGA","Uganda",2,"Apac",5,"Oyam",23,"Achaba",127,"Dogapio",NA,"Parish","Parish"
128,239,"UGA","Uganda",2,"Apac",5,"Oyam",23,"Achaba",128,"Obangangeo",NA,"Parish","Parish"
129,239,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",129,"Aloni",NA,"Parish","Parish"
130,239,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",130,"Aungu",NA,"Parish","Parish"
131,239,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",131,"Awio",NA,"Parish","Parish"
132,239,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",132,"Omolo",NA,"Parish","Parish"
133,239,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",133,"Orupo",NA,"Parish","Parish"
134,239,"UGA","Uganda",2,"Apac",5,"Oyam",25,"Loro",134,"Adigo",NA,"Parish","Parish"
135,239,"UGA","Uganda",2,"Apac",5,"Oyam",25,"Loro",135,"Adyeda",NA,"Parish","Parish"
136,239,"UGA","Uganda",2,"Apac",5,"Oyam",25,"Loro",136,"Agulurude",NA,"Parish","Parish"
137,239,"UGA","Uganda",2,"Apac",5,"Oyam",25,"Loro",137,"Alutkot",NA,"Parish","Parish"
138,239,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",138,"Aceno",NA,"Parish","Parish"
139,239,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",139,"Adel",NA,"Parish","Parish"
140,239,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",140,"Amwa",NA,"Parish","Parish"
141,239,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",141,"Atek",NA,"Parish","Parish"
142,239,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",142,"Kuluabura",NA,"Parish","Parish"
143,239,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",143,"Oyoro",NA,"Parish","Parish"
144,239,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",144,"Acut",NA,"Parish","Parish"
145,239,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",145,"Ajerijeri",NA,"Parish","Parish"
146,239,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",146,"Akuca",NA,"Parish","Parish"
147,239,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",147,"Aramita",NA,"Parish","Parish"
148,239,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",148,"Bar",NA,"Parish","Parish"
149,239,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",149,"Omac",NA,"Parish","Parish"
150,239,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",150,"Opit Fr",NA,"Parish","Parish"
151,239,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",151,"Acokara",NA,"Parish","Parish"
152,239,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",152,"Ajul",NA,"Parish","Parish"
153,239,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",153,"Alibi",NA,"Parish","Parish"
154,239,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",154,"Amukogungo",NA,"Parish","Parish"
155,239,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",155,"Apach",NA,"Parish","Parish"
156,239,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",156,"Okii",NA,"Parish","Parish"
157,239,"UGA","Uganda",3,"Arua",6,"Arua Municipality",29,"Arua Hill",157,"Awindiri",NA,"Parish","Parish"
158,239,"UGA","Uganda",3,"Arua",6,"Arua Municipality",29,"Arua Hill",158,"Bazaar",NA,"Parish","Parish"
159,239,"UGA","Uganda",3,"Arua",6,"Arua Municipality",29,"Arua Hill",159,"Mvara",NA,"Parish","Parish"
160,239,"UGA","Uganda",3,"Arua",6,"Arua Municipality",30,"Oli River",160,"Adalafu",NA,"Parish","Parish"
161,239,"UGA","Uganda",3,"Arua",6,"Arua Municipality",30,"Oli River",161,"Kenya",NA,"Parish","Parish"
162,239,"UGA","Uganda",3,"Arua",6,"Arua Municipality",30,"Oli River",162,"Pangisa",NA,"Parish","Parish"
163,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",163,"Anyara",NA,"Parish","Parish"
164,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",164,"Anzu",NA,"Parish","Parish"
165,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",165,"Kati",NA,"Parish","Parish"
166,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",166,"Kubo",NA,"Parish","Parish"
167,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",167,"Mbaraka",NA,"Parish","Parish"
168,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",168,"Mite",NA,"Parish","Parish"
169,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",169,"Nyiovura",NA,"Parish","Parish"
170,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",170,"Olevu",NA,"Parish","Parish"
171,239,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",171,"Ombaci",NA,"Parish","Parish"
172,239,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",172,"Aliba",NA,"Parish","Parish"
173,239,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",173,"Alivu",NA,"Parish","Parish"
174,239,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",174,"Bura",NA,"Parish","Parish"
175,239,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",175,"Kamule",NA,"Parish","Parish"
176,239,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",176,"Michu",NA,"Parish","Parish"
177,239,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",177,"Robu",NA,"Parish","Parish"
178,239,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",178,"Arivu",NA,"Parish","Parish"
179,239,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",179,"Ariwara",NA,"Parish","Parish"
180,239,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",180,"Luvu",NA,"Parish","Parish"
181,239,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",181,"Odravu",NA,"Parish","Parish"
182,239,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",182,"Oduluba",NA,"Parish","Parish"
183,239,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",183,"Tanganyika",NA,"Parish","Parish"
184,239,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",184,"Yapi",NA,"Parish","Parish"
185,239,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",185,"Eleku",NA,"Parish","Parish"
186,239,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",186,"Ewadri",NA,"Parish","Parish"
187,239,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",187,"Lufe",NA,"Parish","Parish"
188,239,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",188,"Odravu",NA,"Parish","Parish"
189,239,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",189,"Ombaci",NA,"Parish","Parish"
190,239,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",190,"Ombokoro",NA,"Parish","Parish"
191,239,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",191,"Oreku",NA,"Parish","Parish"
192,239,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",192,"Robu",NA,"Parish","Parish"
193,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",193,"Ambeko",NA,"Parish","Parish"
194,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",194,"Anipi",NA,"Parish","Parish"
195,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",195,"Bunyu",NA,"Parish","Parish"
196,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",196,"Nyio",NA,"Parish","Parish"
197,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",197,"Ombokoro",NA,"Parish","Parish"
198,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",198,"Onzivu",NA,"Parish","Parish"
199,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",199,"Turu",NA,"Parish","Parish"
200,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",200,"Wandi",NA,"Parish","Parish"
201,239,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",201,"Yabiavoko",NA,"Parish","Parish"
202,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",202,"Adalafu",NA,"Parish","Parish"
203,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",203,"Alivu",NA,"Parish","Parish"
204,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",204,"Driwala",NA,"Parish","Parish"
205,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",205,"Etori",NA,"Parish","Parish"
206,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",206,"Komite",NA,"Parish","Parish"
207,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",207,"Nyaracu",NA,"Parish","Parish"
208,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",208,"Pokea",NA,"Parish","Parish"
209,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",209,"Urugbo",NA,"Parish","Parish"
210,239,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",210,"Yivu",NA,"Parish","Parish"
211,239,"UGA","Uganda",3,"Arua",8,"Koboko",37,"Koboko Tc",211,"Appa",NA,"Parish","Parish"
212,239,"UGA","Uganda",3,"Arua",8,"Koboko",37,"Koboko Tc",212,"Malenga",NA,"Parish","Parish"
213,239,"UGA","Uganda",3,"Arua",8,"Koboko",37,"Koboko Tc",213,"Mengo",NA,"Parish","Parish"
214,239,"UGA","Uganda",3,"Arua",8,"Koboko",37,"Koboko Tc",214,"Teremunga",NA,"Parish","Parish"
215,239,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",215,"Ayipe",NA,"Parish","Parish"
216,239,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",216,"Kuluba",NA,"Parish","Parish"
217,239,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",217,"Monodu",NA,"Parish","Parish"
218,239,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",218,"Nyoke",NA,"Parish","Parish"
219,239,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",219,"Oraba",NA,"Parish","Parish"
220,239,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",220,"Pamodo",NA,"Parish","Parish"
221,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",221,"Ajipala",NA,"Parish","Parish"
222,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",222,"Aliribu",NA,"Parish","Parish"
223,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",223,"Gborokolongo",NA,"Parish","Parish"
224,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",224,"Lobule",NA,"Parish","Parish"
225,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",225,"Lurujo",NA,"Parish","Parish"
226,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",226,"Metino",NA,"Parish","Parish"
227,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",227,"Nyai",NA,"Parish","Parish"
228,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",228,"Nyori-Cheku",NA,"Parish","Parish"
229,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",229,"Ombachi",NA,"Parish","Parish"
230,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",230,"Padrombo",NA,"Parish","Parish"
231,239,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",231,"Ponyura",NA,"Parish","Parish"
