"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
39,5,"DZA","Algeria",39,"Skikda","Wilaya","Province","<U+0633><U+0643><U+064A><U+0643><U+062F><U+0629>","Philippeville|Skidda"
40,5,"DZA","Algeria",40,"Souk Ahras","Wilaya","Province","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+0633><U+0648><U+0642> <U+0623><U+0647><U+0631><U+0627><U+0633>","Souk-Ahras|Souq Ahras"
41,5,"DZA","Algeria",41,"Tébessa","Wilaya","Province","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+062A><U+0628><U+0633><U+0629>","Tbessa"
42,5,"DZA","Algeria",42,"Tamanghasset","Wilaya","Province","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+062A><U+0645><U+0646><U+0631><U+0627><U+0633><U+062A>","Tamanrasset|Tamenghasset|Tamenghest|Fort Laperrine"
43,5,"DZA","Algeria",43,"Tiaret","Wilaya","Province","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+062A><U+064A><U+0627><U+0631><U+062A>","Tendouf|Tihert"
44,5,"DZA","Algeria",44,"Tindouf","Wilaya","Province","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+062A><U+0646><U+062F><U+0648><U+0641>","Tiaret"
45,5,"DZA","Algeria",45,"Tipaza","Wilaya","Province","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+062A><U+064A><U+0628><U+0627><U+0632><U+0629>","Tibaza| Tefessedt"
46,5,"DZA","Algeria",46,"Tissemsilt","Wilaya","Province","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+062A><U+0633><U+0645><U+0633><U+064A><U+0644><U+062A>","Vialar"
47,5,"DZA","Algeria",47,"Tizi Ouzou","Wilaya","Province","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+063A><U+0644><U+064A><U+0632><U+0627><U+0646>","Tizi-ouzou|Tizi Wezzu"
48,5,"DZA","Algeria",48,"Tlemcen","Wilaya","Province","<U+062A><U+0644><U+0645><U+0633><U+0627><U+0646>","Tilimsene|Tlemsane|Tilimsen|Tremecém"
